Title,Genre,Rating,Runtime,Sales,Language,Age Rating,Director,Cast1,Cast2,Cast3,Cast4,Country of Origin
The Thin Man,"Comedy, Mystery",7.9,1   hour   31   minutes,NIL,English,TV-PG,W.S. Van Dyke,William Powell,Myrna Loy,Maureen O'Sullivan,NIL,NIL
Of Human Bondage,"Drama, Romance",7,1   hour   23   minutes,NIL,English,Passed,John Cromwell,Bette Davis,Leslie Howard,Frances Dee,NIL,NIL
One Night of Love,"Music, Romance",5.7,1   hour   24   minutes,NIL,"English, Italian",Passed,Victor Schertzinger,Grace Moore,Tullio Carminati,Lyle Talbot,NIL,NIL
The Barretts of Wimpole Street,"Biography, Drama",7,1   hour   49   minutes,NIL,English,Passed,Sidney Franklin,Norma Shearer,Fredric March,Charles Laughton,NIL,NIL
The Affairs of Cellini,"Comedy, Drama",6,1   hour   19   minutes,NIL,"English, Italian",Approved,Gregory La Cava,Constance Bennett,Fredric March,Frank Morgan,NIL,NIL
The Gay Divorcee,"Comedy, Musical",7.4,1   hour   47   minutes,6253,"English, French, Italian",Approved,Mark Sandrich,Fred Astaire,Ginger Rogers,Alice Brady,NIL,United States
The Merry Widow,"Comedy, Musical",7.2,1   hour   39   minutes,6014620,"English, French",Passed,Ernst Lubitsch,Maurice Chevalier,Jeanette MacDonald,Edward Everett Horton,NIL,United States
The Affairs of Cellini,"Comedy, Drama",6,1   hour   19   minutes,NIL,"English, Italian",Approved,Gregory La Cava,Constance Bennett,Fredric March,Frank Morgan,NIL,NIL
Cleopatra,"Biography, Drama",6.8,1   hour   40   minutes,NIL,English,Passed,Cecil B. DeMille,Claudette Colbert,Warren William,Henry Wilcoxon,NIL,NIL
Operator 13,"Drama, History",6,1   hour   25   minutes,NIL,English,Passed,Richard Boleslawski,Marion Davies,Gary Cooper,Jean Parker,NIL,NIL
The Thin Man,"Comedy, Mystery",7.9,1   hour   31   minutes,NIL,English,TV-PG,W.S. Van Dyke,William Powell,Myrna Loy,Maureen O'Sullivan,NIL,NIL
Eskimo,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL
The Lost Patrol,"Action, Adventure",6.8,1   hour   13   minutes,NIL,English,Passed,John Ford,Victor McLaglen,Boris Karloff,Wallace Ford,NIL,NIL
Flying Down to Rio,Comedy,7.1,25   minutes,NIL,English,TV-PG,Gerren Keith,Marla Gibbs,Hal Williams,Alaina Reed-Hall,NIL,NIL
She Loves Me Not,Comedy,6,1   hour   25   minutes,NIL,English,Passed,Elliott Nugent,Bing Crosby,Miriam Hopkins,Kitty Carlisle,NIL,NIL
The Barretts of Wimpole Street,"Biography, Drama",7,1   hour   49   minutes,NIL,English,Passed,Sidney Franklin,Norma Shearer,Fredric March,Charles Laughton,NIL,NIL
Flirtation Walk,"Musical, Romance",5.6,1   hour   37   minutes,NIL,English,Not Rated,Frank Borzage,Dick Powell,Ruby Keeler,Pat O'Brien,NIL,NIL
Here Comes the Navy,"Comedy, Drama",6.3,1   hour   27   minutes,NIL,English,Approved,Lloyd Bacon,James Cagney,Pat O'Brien,Gloria Stuart,NIL,NIL
The House of Rothschild,"Biography, Drama",6.6,1   hour   28   minutes,NIL,English,Passed,Alfred L. Werker,George Arliss,Boris Karloff,Loretta Young,NIL,NIL
Imitation of Life,"Drama, Romance",7.5,1   hour   51   minutes,NIL,English,Approved,John M. Stahl,Claudette Colbert,Warren William,Rochelle Hudson,NIL,NIL
The Thin Man,"Comedy, Mystery",7.9,1   hour   31   minutes,NIL,English,TV-PG,W.S. Van Dyke,William Powell,Myrna Loy,Maureen O'Sullivan,NIL,NIL
Viva Villa!,Western,6.4,1   hour   55   minutes,NIL,English,Passed,Jack Conway,Wallace Beery,Fay Wray,Leo Carrillo,NIL,NIL
The White Parade,Drama,6.9,1   hour   20   minutes,NIL,English,Approved,Irving Cummings,Loretta Young,John Boles,Dorothy Wilson,NIL,NIL
Holiday Land,"Animation, Short",5.8,8   minutes,NIL,English,Passed,Sid Marcus,Purv Pullen,NIL,NIL,NIL,NIL
Jolly Little Elves,"Animation, Musical",6,9   minutes,NIL,English,Passed,Walter Lantz,Bernice Hansen,NIL,NIL,NIL,NIL
The Tortoise and the Hare,"Animation, Short",7.2,9   minutes,NIL,English,Approved,Wilfred Jackson,Eddie Holden,Ned Norton,Pinto Colvig,NIL,NIL
La Cucaracha,"Short, Comedy",5.7,20   minutes,NIL,English,Approved,Lloyd Corrigan,Steffi Duna,Don Alvarado,Paul Porcasi,NIL,NIL
Men in Black,"Comedy, Short",7.7,19   minutes,NIL,English,Approved,Ray McCarey,Moe Howard,Larry Fine,Curly Howard,NIL,NIL
"What, No Men!","Comedy, Musical",6.1,21   minutes,NIL,English,Approved,Ralph Staub,El Brendel,Wini Shaw,Phil Regan,NIL,NIL
Bosom Friends,Short,NIL,10   minutes,NIL,English,Add content advisory,James F. Clemenger,El Brendel,Wini Shaw,Phil Regan,NIL,NIL
City of Wax,"Documentary, Short",6.6,9   minutes,NIL,English,Not Rated,Horace Woodard,Horace Woodard,Stacy Woodard,NIL,NIL,NIL
Strikes and Spares,"Short, Sport",6.3,9   minutes,NIL,"English, Italian",Passed,Felix E. Feist,Felix E. Feist,NIL,NIL,NIL,NIL
The Thin Man,"Comedy, Mystery",7.9,1   hour   31   minutes,NIL,English,TV-PG,W.S. Van Dyke,William Powell,Myrna Loy,Maureen O'Sullivan,NIL,NIL
Viva Villa!,Western,6.4,1   hour   55   minutes,NIL,English,Passed,Jack Conway,Wallace Beery,Fay Wray,Leo Carrillo,NIL,NIL
Hide-Out,"Comedy, Crime",6.9,1   hour   21   minutes,NIL,English,Passed,W.S. Van Dyke,Robert Montgomery,Maureen O'Sullivan,Edward Arnold,NIL,NIL
Manhattan Melodrama,"Crime, Drama",7.1,1   hour   33   minutes,NIL,English,Not Rated,W.S. Van Dyke,Clark Gable,William Powell,Myrna Loy,NIL,NIL
The Richest Girl in the World,"Comedy, Romance",6.3,1   hour   16   minutes,NIL,English,Approved,William A. Seiter,Miriam Hopkins,Joel McCrea,Fay Wray,NIL,NIL
Mutiny on the Bounty,"Adventure, Biography",7.7,2   hours   12   minutes,NIL,"English, Polynesian",Passed,Frank Lloyd,Charles Laughton,Clark Gable,Franchot Tone,NIL,NIL
The Informer,"Crime, Drama",7.4,1   hour   31   minutes,NIL,English,Approved,John Ford,Victor McLaglen,Heather Angel,Preston Foster,NIL,NIL
Black Fury,"Crime, Drama",6.5,1   hour   34   minutes,NIL,English,Approved,Michael Curtiz,Paul Muni,Karen Morley,William Gargan,NIL,NIL
Escape Me Never,Drama,5.5,1   hour   35   minutes,NIL,English,Add content advisory,Paul Czinner,Elisabeth Bergner,Hugh Sinclair,Griffith Jones,NIL,NIL
Private Worlds,Drama,6.5,1   hour   24   minutes,NIL,English,Unrated,Gregory La Cava,Claudette Colbert,Charles Boyer,Joan Bennett,NIL,NIL
Dangerous,"Drama, Romance",6.8,1   hour   19   minutes,NIL,English,Passed,Alfred E. Green,Bette Davis,Franchot Tone,Margaret Lindsay,NIL,NIL
Alice Adams,"Comedy, Drama",6.9,1   hour   39   minutes,NIL,English,Passed,George Stevens,Katharine Hepburn,Fred MacMurray,Fred Stone,NIL,NIL
Becky Sharp,"Drama, Romance",5.9,1   hour   24   minutes,NIL,"English, French",Unrated,Rouben Mamoulian,Miriam Hopkins,Frances Dee,Cedric Hardwicke,NIL,NIL
The Dark Angel,"Drama, Romance",6.6,1   hour   46   minutes,NIL,English,Passed,Sidney Franklin,Fredric March,Merle Oberon,Herbert Marshall,NIL,NIL
The Lives of a Bengal Lancer,"Adventure, Drama",7.1,1   hour   49   minutes,NIL,English,Passed,Henry Hathaway,Gary Cooper,Franchot Tone,Richard Cromwell,NIL,NIL
Top Hat,"Comedy, Musical",7.7,1   hour   41   minutes,5541,"English, Italian",Not Rated,Mark Sandrich,Fred Astaire,Ginger Rogers,Edward Everett Horton,NIL,United States
Barbary Coast,"Adventure, Drama",6.8,1   hour   31   minutes,NIL,English,Approved,Howard Hawks,Miriam Hopkins,Edward G. Robinson,Joel McCrea,NIL,NIL
The Crusades,"Adventure, Drama",6.5,2   hours   5   minutes,NIL,"English, Latin",Passed,Cecil B. DeMille,Loretta Young,Henry Wilcoxon,Ian Keith,NIL,NIL
Les Miserables,NIL,6.9,NIL,NIL,"English, Latin",Add content advisory,Marijo Dowd,Marijo Dowd,NIL,NIL,NIL,NIL
A Midsummer Night's Dream,"Comedy, Fantasy",6.8,2   hours   13   minutes,NIL,English,Approved,William Dieterle,James Cagney,Dick Powell,Ian Hunter,NIL,NIL
Gold Diggers of 1935,"Comedy, Musical",6.9,1   hour   35   minutes,NIL,English,Approved,Busby Berkeley,Dick Powell,Adolphe Menjou,Gloria Stuart,NIL,NIL
Go into Your Dance;,"Crime, Drama",6.2,1   hour   29   minutes,NIL,English,Approved,Archie Mayo,Al Jolson,Ruby Keeler,Glenda Farrell,NIL,NIL
Broadway Melody of 1936;,"Musical, Romance",6.8,1   hour   41   minutes,6258780,"English, French, Spanish",Passed,Roy Del Ruth,Jack Benny,Eleanor Powell,Robert Taylor,NIL,United States
King of Burlesque,"Drama, Musical",6.2,1   hour   30   minutes,NIL,"English, French",Passed,Sidney Lanfield,Warner Baxter,Alice Faye,Jack Oakie,NIL,NIL
Top Hat,"Comedy, Musical",7.7,1   hour   41   minutes,5541,"English, Italian",Not Rated,Mark Sandrich,Fred Astaire,Ginger Rogers,Edward Everett Horton,NIL,United States
Big Broadcast of 1936;,Musical,5.7,1   hour   37   minutes,NIL,English,Add content advisory,Norman Taurog,Jack Oakie,George Burns,Gracie Allen,NIL,NIL
She,"Adventure, Fantasy",6.4,1   hour   41   minutes,NIL,English,Passed,Lansing C. Holden,Helen Gahagan,Randolph Scott,Helen Mack,NIL,NIL
Captain Blood,"Action, Adventure",7.7,1   hour   59   minutes,NIL,"English, French",Passed,Michael Curtiz,Errol Flynn,Olivia de Havilland,Lionel Atwill,NIL,NIL
The Lives of a Bengal Lancer,"Adventure, Drama",7.1,1   hour   49   minutes,NIL,English,Passed,Henry Hathaway,Gary Cooper,Franchot Tone,Richard Cromwell,NIL,NIL
David Copperfield,"Adventure, Drama",7.4,2   hours   10   minutes,NIL,English,Passed,George Cukor,Freddie Bartholomew,Frank Lawton,Edna May Oliver,NIL,NIL
Les Miserables,NIL,6.9,NIL,NIL,English,Add content advisory,Marijo Dowd,Marijo Dowd,NIL,NIL,NIL,NIL
The Lives of a Bengal Lancer,"Adventure, Drama",7.1,1   hour   49   minutes,NIL,English,Passed,Henry Hathaway,Gary Cooper,Franchot Tone,Richard Cromwell,NIL,NIL
Captain Blood,"Action, Adventure",7.7,1   hour   59   minutes,NIL,"English, French",Passed,Michael Curtiz,Errol Flynn,Olivia de Havilland,Lionel Atwill,NIL,NIL
Peter Ibbetson,"Drama, Fantasy",7,1   hour   25   minutes,NIL,"English, French",Not Rated,Henry Hathaway,Gary Cooper,Ann Harding,John Halliday,NIL,NIL
Top Hat,"Comedy, Musical",7.7,1   hour   41   minutes,5541,"English, Italian",Not Rated,Mark Sandrich,Fred Astaire,Ginger Rogers,Edward Everett Horton,NIL,United States
Roberta,"Comedy, Musical",7,1   hour   46   minutes,2493,"English, French, Russian",Passed,William A. Seiter,Irene Dunne,Fred Astaire,Ginger Rogers,NIL,United States
Alice Adams,"Comedy, Drama",6.9,1   hour   39   minutes,NIL,English,Passed,George Stevens,Katharine Hepburn,Fred MacMurray,Fred Stone,NIL,NIL
Broadway Melody of 1936,"Musical, Romance",6.8,1   hour   41   minutes,6258780,"English, French, Spanish",Passed,Roy Del Ruth,Jack Benny,Eleanor Powell,Robert Taylor,NIL,United States
Captain Blood,"Action, Adventure",7.7,1   hour   59   minutes,NIL,"English, French",Passed,Michael Curtiz,Errol Flynn,Olivia de Havilland,Lionel Atwill,NIL,NIL
David Copperfield,"Adventure, Drama",7.4,2   hours   10   minutes,NIL,English,Passed,George Cukor,Freddie Bartholomew,Frank Lawton,Edna May Oliver,NIL,NIL
Les Miserables,NIL,6.9,NIL,NIL,English,Add content advisory,Marijo Dowd,Marijo Dowd,NIL,NIL,NIL,NIL
The Lives of a Bengal Lancer,"Adventure, Drama",7.1,1   hour   49   minutes,NIL,English,Passed,Henry Hathaway,Gary Cooper,Franchot Tone,Richard Cromwell,NIL,NIL
Naughty Marietta,"Drama, Musical",6.5,1   hour   45   minutes,NIL,English,Passed,Robert Z. Leonard,Jeanette MacDonald,Nelson Eddy,Frank Morgan,NIL,NIL
Ruggles of Red Gap,"Comedy, Romance",7.6,1   hour   30   minutes,NIL,"English, French",Approved,Leo McCarey,Charles Laughton,Mary Boland,Charles Ruggles,NIL,NIL
Top Hat,"Comedy, Musical",7.7,1   hour   41   minutes,5541,"English, Italian",Not Rated,Mark Sandrich,Fred Astaire,Ginger Rogers,Edward Everett Horton,NIL,United States
The Calico Dragon,"Animation, Family",5.6,8   minutes,NIL,English,Passed,Rudolf Ising,Fred Astaire,Ginger Rogers,Edward Everett Horton,NIL,NIL
Three Orphan Kittens,"Animation, Comedy",6.9,9   minutes,NIL,English,Add content advisory,David Hand,Sara Berner,Purv Pullen,Lillian Randolph,NIL,NIL
Who Killed Cock Robin?,"Animation, Short",7,8   minutes,NIL,English,Approved,David Hand,Billy Bletcher,Pinto Colvig,Clarence Nash,NIL,NIL
How to Sleep,"Comedy, Short",6.4,11   minutes,NIL,English,Passed,Nick Grinde,Robert Benchley,NIL,NIL,NIL,NIL
"Oh, My Nerves","Comedy, Short",6,18   minutes,NIL,English,Approved,Del Lord,Monte Collins,Tom Kennedy,Ruth Hiatt,NIL,NIL
Tit for Tat,"Comedy, Short",7.6,19   minutes,NIL,English,Approved,Charley Rogers,Stan Laurel,Oliver Hardy,Mae Busch,NIL,NIL
Audioscopiks,"Documentary, Short",5.7,8   minutes,NIL,English,Approved,Jacob Leventhal,Jacob Leventhal,John Norling,NIL,NIL,NIL
Camera Thrills,Short,7.2,25   minutes,NIL,English,Add content advisory,Charles E. Ford,Charles E. Ford,NIL,NIL,NIL,NIL
Wings over Mt. Everest,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL
Broadway Melody of 1936,"Musical, Romance",6.8,1   hour   41   minutes,6258780,"English, French, Spanish",Passed,Roy Del Ruth,Jack Benny,Eleanor Powell,Robert Taylor,NIL,United States
G-Men,"Crime, Drama",7.1,1   hour   25   minutes,NIL,English,Approved,William Keighley,James Cagney,Margaret Lindsay,Ann Dvorak,NIL,NIL
The Gay Deception,"Comedy, Romance",6.8,1   hour   17   minutes,NIL,"English, Italian",Approved,William Wyler,Francis Lederer,Frances Dee,Benita Hume,NIL,NIL
The Scoundrel,"Drama, Fantasy",6.3,1   hour   16   minutes,NIL,English,Passed,Ben Hecht,Noël Coward,Julie Haydon,Stanley Ridges,NIL,NIL
Captain Blood,"Action, Adventure",7.7,1   hour   59   minutes,NIL,"English, French",Passed,Michael Curtiz,Errol Flynn,Olivia de Havilland,Lionel Atwill,NIL,NIL
The Lives of a Bengal Lancer,"Adventure, Drama",7.1,1   hour   49   minutes,NIL,English,Passed,Henry Hathaway,Gary Cooper,Franchot Tone,Richard Cromwell,NIL,NIL
Mr. Deeds Goes to Town,"Comedy, Drama",7.8,1   hour   55   minutes,NIL,English,PG,Frank Capra,Gary Cooper,Jean Arthur,George Bancroft,NIL,NIL
Dodsworth,"Drama, Romance",7.8,1   hour   41   minutes,NIL,"English, French, German, Italian",Passed,William Wyler,Walter Huston,Ruth Chatterton,Paul Lukas,NIL,NIL
The Story of Louis Pasteur,"Biography, Drama",7.3,1   hour   26   minutes,NIL,"English, French, Russian",Passed,William Dieterle,Paul Muni,Josephine Hutchinson,Anita Louise,NIL,NIL
My Man Godfrey,"Comedy, Drama",8,1   hour   34   minutes,NIL,"English, Russian",Not Rated,Gregory La Cava,William Powell,Carole Lombard,Alice Brady,NIL,NIL
San Francisco,"Drama, Music",7.2,1   hour   55   minutes,NIL,English,Passed,W.S. Van Dyke,Clark Gable,Jeanette MacDonald,Spencer Tracy,NIL,NIL
My Man Godfrey,"Comedy, Drama",8,1   hour   34   minutes,NIL,"English, Russian",Not Rated,Gregory La Cava,William Powell,Carole Lombard,Alice Brady,NIL,NIL
Come and Get It,"Drama, Romance",6.9,1   hour   39   minutes,NIL,English,Passed,Howard Hawks,Edward Arnold,Joel McCrea,Frances Farmer,NIL,NIL
Pigskin Parade,"Comedy, Musical",6.1,1   hour   33   minutes,NIL,English,Passed,David Butler,Stuart Erwin,Patsy Kelly,Jack Haley,NIL,NIL
Romeo and Juliet,"Drama, Romance",6.5,2   hours   5   minutes,NIL,English,Passed,George Cukor,Norma Shearer,Leslie Howard,John Barrymore,NIL,NIL
The General Died at Dawn,War,6.5,1   hour   38   minutes,NIL,English,Approved,Lewis Milestone,Gary Cooper,Madeleine Carroll,Akim Tamiroff,NIL,NIL
Theodora Goes Wild,"Comedy, Romance",7.1,1   hour   34   minutes,NIL,English,Passed,Richard Boleslawski,Irene Dunne,Melvyn Douglas,Thomas Mitchell,NIL,NIL
Valiant Is the Word for Carrie,Drama,6.3,1   hour   50   minutes,NIL,English,Approved,Wesley Ruggles,Gladys George,Arline Judge,John Howard,NIL,NIL
My Man Godfrey,"Comedy, Drama",8,1   hour   34   minutes,NIL,"English, Russian",Not Rated,Gregory La Cava,William Powell,Carole Lombard,Alice Brady,NIL,NIL
The Great Ziegfeld,"Drama, Musical",6.7,2   hours   56   minutes,NIL,English,Passed,Robert Z. Leonard,William Powell,Myrna Loy,Luise Rainer,NIL,NIL
Romeo and Juliet,"Drama, Romance",6.5,2   hours   5   minutes,NIL,English,Passed,George Cukor,Norma Shearer,Leslie Howard,John Barrymore,NIL,NIL
The Gorgeous Hussy,"Drama, History",5.6,1   hour   43   minutes,NIL,English,Passed,Clarence Brown,Joan Crawford,Robert Taylor,Lionel Barrymore,NIL,NIL
My Man Godfrey,"Comedy, Drama",8,1   hour   34   minutes,NIL,"English, Russian",Not Rated,Gregory La Cava,William Powell,Carole Lombard,Alice Brady,NIL,NIL
These Three,"Drama, Romance",7.4,1   hour   33   minutes,NIL,"English, German, French, Latin",Passed,William Wyler,Miriam Hopkins,Merle Oberon,Joel McCrea,NIL,NIL
Anthony Adverse,"Adventure, Drama",6.3,2   hours   21   minutes,NIL,"English, Italian",Passed,Mervyn LeRoy,Fredric March,Olivia de Havilland,Donald Woods,NIL,NIL
Lloyds of London,"Drama, History",7,1   hour   58   minutes,NIL,"English, French",Approved,Henry King,Tyrone Power,Madeleine Carroll,Freddie Bartholomew,NIL,NIL
The Magnificent Brute,"Drama, Romance",5.9,1   hour   17   minutes,NIL,English,Approved,John G. Blystone,Victor McLaglen,Binnie Barnes,Jean Dixon,NIL,NIL
Romeo and Juliet,"Drama, Romance",6.5,2   hours   5   minutes,NIL,English,Passed,George Cukor,Norma Shearer,Leslie Howard,John Barrymore,NIL,NIL
Winterset,"Crime, Drama",6.2,1   hour   17   minutes,NIL,English,Approved,Alfred Santell,Burgess Meredith,Margo,Eduardo Ciannelli,NIL,NIL
The General Died at Dawn,War,6.5,1   hour   38   minutes,NIL,English,Approved,Lewis Milestone,Gary Cooper,Madeleine Carroll,Akim Tamiroff,NIL,NIL
The Gorgeous Hussy,"Drama, History",5.6,1   hour   43   minutes,NIL,English,Passed,Clarence Brown,Joan Crawford,Robert Taylor,Lionel Barrymore,NIL,NIL
Gold Diggers of 1937,"Comedy, Musical",6.4,1   hour   41   minutes,NIL,English,Passed,Lloyd Bacon,Dick Powell,Joan Blondell,Glenda Farrell,NIL,NIL
Cain and Mabel,"Comedy, Musical",6.4,1   hour   30   minutes,NIL,English,Passed,Lloyd Bacon,Marion Davies,Clark Gable,Allen Jenkins,NIL,NIL
Born to Dance,"Comedy, Musical",6.7,1   hour   46   minutes,941774,English,Passed,Roy Del Ruth,Eleanor Powell,James Stewart,Virginia Bruce,NIL,United States
One in a Million,"Comedy, Family",6.1,1   hour   35   minutes,NIL,English,Passed,Sidney Lanfield,Sonja Henie,Adolphe Menjou,Don Ameche,NIL,NIL
Dancing Pirate,"Adventure, Comedy",5,1   hour   23   minutes,NIL,English,Approved,Lloyd Corrigan,Charles Collins,Frank Morgan,Steffi Duna,NIL,NIL
Swing Time,"Comedy, Musical",7.5,1   hour   43   minutes,5379,"English, French",Not Rated,George Stevens,Fred Astaire,Ginger Rogers,Victor Moore,NIL,United States
My Man Godfrey,"Comedy, Drama",8,1   hour   34   minutes,NIL,"English, Russian",Not Rated,Gregory La Cava,William Powell,Carole Lombard,Alice Brady,NIL,NIL
San Francisco,"Drama, Music",7.2,1   hour   55   minutes,NIL,English,Passed,W.S. Van Dyke,Clark Gable,Jeanette MacDonald,Spencer Tracy,NIL,NIL
Lloyds of London,"Drama, History",7,1   hour   58   minutes,NIL,"English, French",Approved,Henry King,Tyrone Power,Madeleine Carroll,Freddie Bartholomew,NIL,NIL
A Tale of Two Cities,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL
Theodora Goes Wild,"Comedy, Romance",7.1,1   hour   34   minutes,NIL,English,Passed,Richard Boleslawski,Irene Dunne,Melvyn Douglas,Thomas Mitchell,NIL,NIL
The Charge of the Light Brigade,"Action, Adventure",7,1   hour   55   minutes,NIL,English,Approved,Michael Curtiz,Errol Flynn,Olivia de Havilland,Patric Knowles,NIL,NIL
The Garden of Allah,"Adventure, Drama",5.8,1   hour   19   minutes,NIL,English,Approved,Richard Boleslawski,Marlene Dietrich,Charles Boyer,Tilly Losch,NIL,NIL
The General Died at Dawn,War,6.5,1   hour   38   minutes,NIL,English,Approved,Lewis Milestone,Gary Cooper,Madeleine Carroll,Akim Tamiroff,NIL,NIL
Winterset,"Crime, Drama",6.2,1   hour   17   minutes,NIL,English,Approved,Alfred Santell,Burgess Meredith,Margo,Eduardo Ciannelli,NIL,NIL
Suzy,"Drama, Romance",6.4,1   hour   33   minutes,NIL,"English, German, French",Passed,George Fitzmaurice,Jean Harlow,Franchot Tone,Cary Grant,NIL,NIL
Born to Dance,"Comedy, Musical",6.7,1   hour   46   minutes,941774,English,Passed,Roy Del Ruth,Eleanor Powell,James Stewart,Virginia Bruce,NIL,United States
Trail of the Lonesome Pine,"Adventure, Drama",6.8,1   hour   42   minutes,NIL,English,PG,Henry Hathaway,Sylvia Sidney,Fred MacMurray,Henry Fonda,NIL,NIL
Pennies from Heaven,"Comedy, Drama",6.5,1   hour   21   minutes,NIL,English,Passed,Norman Z. McLeod,Bing Crosby,Madge Evans,Edith Fellows,NIL,NIL
"Sing, Baby, Sing","Comedy, Music",5.9,1   hour   30   minutes,NIL,English,Approved,Sidney Lanfield,Alice Faye,Adolphe Menjou,Gregory Ratoff,NIL,NIL
Libeled Lady,"Comedy, Romance",7.8,1   hour   38   minutes,NIL,English,Passed,Jack Conway,Jean Harlow,William Powell,Myrna Loy,NIL,NIL
Romeo and Juliet,"Drama, Romance",6.5,2   hours   5   minutes,NIL,English,Passed,George Cukor,Norma Shearer,Leslie Howard,John Barrymore,NIL,NIL
San Francisco,"Drama, Music",7.2,1   hour   55   minutes,NIL,English,Passed,W.S. Van Dyke,Clark Gable,Jeanette MacDonald,Spencer Tracy,NIL,NIL
A Tale of Two Cities,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL
Three Smart Girls,"Comedy, Musical",6.6,1   hour   24   minutes,NIL,English,Approved,Henry Koster,Binnie Barnes,Charles Winninger,Alice Brady,NIL,NIL
